API,Permission,Permission_DisplayName,Permission_ID,Permission_Description,Permission_Type
Microsoft Graph,PrivilegedAccess.Read.AzureResources,Read privileged access to your Azure resources,1d89d70c-dcac-4248-b214-903c457af83a,"Allows the app to read time-based assignment and just-in-time elevation of Azure resources (like your subscriptions, resource groups, storage, compute) on your behalf.",delegated
Microsoft Graph,PrivilegedAccess.ReadWrite.AzureAD,Read and write privileged access to Azure AD,3c3c74f5-cdaa-4a97-b7e0-4e788bfcfb37,"Allows the app to request and manage just in time elevation (including scheduled elevation) of users to Azure AD built-in administrative roles, on your behalf.",delegated
Microsoft Graph,PrivilegedAccess.ReadWrite.AzureADGroup,Read and write privileged access to Azure AD groups,32531c59-1f32-461f-b8df-6f8a3b89f73b,"Allows the app to request and manage time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD groups, on your behalf.",delegated
Microsoft Graph,PrivilegedAccess.ReadWrite.AzureResources,Read and write privileged access to Azure resources,a84a9652-ffd3-496e-a991-22ba5529156a,"Allows the app to request and manage time-based assignment and just-in-time elevation of user privileges to manage ??your Azure resources (like your subscriptions, resource groups, storage, compute) on your behalf.",delegated
Microsoft Graph,PrivilegedAssignmentSchedule.Read.AzureADGroup,Read assignment schedules for access to Azure AD groups,02a32cc4-7ab5-4b58-879a-0586e0f7c495,"Allows the app to read time-based assignment schedules for access to Azure AD groups, on your behalf.",delegated
Microsoft Graph,PrivilegedAssignmentSchedule.ReadWrite.AzureADGroup,"Read, create, and delete assignment schedules for access to Azure AD groups",06dbc45d-6708-4ef0-a797-f797ee68bf4b,"Allows the app to read, create, and delete time-based assignment schedules for access to Azure AD groups, on your behalf.",delegated
Microsoft Graph,PrivilegedEligibilitySchedule.Read.AzureADGroup,Read eligibility schedules for access to Azure AD groups,8f44f93d-ecef-46ae-a9bf-338508d44d6b,"Allows the app to read time-based eligibility schedules for access to Azure AD groups, on your behalf.",delegated
Microsoft Graph,PrivilegedEligibilitySchedule.ReadWrite.AzureADGroup,"Read, create, and delete eligibility schedules for access to Azure AD groups",ba974594-d163-484e-ba39-c330d5897667,"Allows the app to read, create, and delete time-based eligibility schedules for access to Azure AD groups, on your behalf.",delegated
Microsoft Graph,profile,View your basic profile,14dad69e-099b-42c9-810b-d002981feec1,"Allows the app to see your basic profile (e.g., name, picture, user name, email address)",delegated
Microsoft Graph,ProfilePhoto.Read.All,Read profile photo of a user or group,469cd065-729e-4dee-b1fa-d92e0fab6310,"Allows the app to read all profile photos of users and groups, on your behalf",delegated
Microsoft Graph,ProfilePhoto.ReadWrite.All,Read and write profile photo of a user or group,f5b24df7-511e-48bb-ae88-643f023b55e1,"Allows the app to read and write all profile photos of users and groups, on your behalf",delegated
Microsoft Graph,ProgramControl.Read.All,Read programs that you can access,c492a2e1-2f8f-4caa-b076-99bbf6e40fe4,Allows the app to read information on programs and program controls that you have access to.,delegated
Microsoft Graph,ProgramControl.ReadWrite.All,Manage programs that you can access,50fd364f-9d93-4ae1-b170-300e87cccf84,"Allows the app to read, update and perform action on programs and program controls that you have access to.",delegated
Microsoft Graph,PublicKeyInfrastructure.Read.All,Read certificate based authentication configurations,04a4b2a2-3f26-4fc8-87ee-9c46e68db175,"Allows the application to read certificate-based authentication configuration such as all public key infrastructures (PKI) and certificate authorities (CA) configured for the organization, on your behalf.",delegated
Microsoft Graph,PublicKeyInfrastructure.ReadWrite.All,Read and write certificate based authentication configurations,3591b7f3-dba8-4bad-b667-7a64bd4f2b83,"Allows the application to read  and write certificate-based authentication configuration such as all public key infrastructures (PKI) and certificate authorities (CA) configured for the organization, on your behalf.",delegated
Microsoft Graph,QnA.Read.All,Read all Questions and Answers that you can access.,f73fa04f-b9a5-4df9-8843-993ce928925e,Allows the app to read all question and answer sets that you can access.,delegated
Microsoft Graph,RecordsManagement.Read.All,"Read Records Management configuration,??labels, and policies",07f995eb-fc67-4522-ad66-2b8ca8ea3efd,"Allows the application to read any data from Records Management, such as configuration, labels and policies on your behalf.",delegated
Microsoft Graph,RecordsManagement.ReadWrite.All,"Read and write Records Management configuration, labels, and policies",f2833d75-a4e6-40ab-86d4-6dfe73c97605,"Allow the application to create, update and delete any data from Records Management, such as configuration, labels, and policies on your behalf.",delegated
Microsoft Graph,Reports.Read.All,Read all usage reports,02e97553-ed7b-43d0-ab3c-f8bace0d040c,Allows an app to read all service usage reports on your behalf. Services that provide usage reports include Office 365 and Azure Active Directory.,delegated
Microsoft Graph,ReportSettings.Read.All,Read admin report settings,84fac5f4-33a9-4100-aa38-a20c6d29e5e7,"Allows the app to read admin report settings, such as whether to display concealed information in reports, on your behalf.",delegated
Microsoft Graph,ReportSettings.ReadWrite.All,Read and write admin report settings,b955410e-7715-4a88-a940-dfd551018df3,"Allows the app to read and update admin report settings, such as whether to display concealed information in reports, on your behalf.",delegated
Microsoft Graph,ResourceSpecificPermissionGrant.ReadForUser,Read resource specific permissions granted on your user account,f1d91a8f-88e7-4774-8401-b668d5bca0c5,"Allows the app to read the resource specific permission granted on your account, on your behalf.",delegated
Microsoft Graph,RoleAssignmentSchedule.Read.Directory,Read all active role assignments for your company's directory,344a729c-0285-42c6-9014-f12b9b8d6129,"Allows the app to read the active role-based access control (RBAC) assignments for your company's directory, on your behalf. This includes reading directory role templates, and directory roles.",delegated
Microsoft Graph,RoleAssignmentSchedule.ReadWrite.Directory,"Read, update, and delete all active role assignments for your company's directory",8c026be3-8e26-4774-9372-8d5d6f21daff,"Allows the app to read and manage the active role-based access control (RBAC) assignments for your company's directory, on your behalf. This includes managing active directory role membership, and reading directory role templates, directory roles and active memberships.",delegated
Microsoft Graph,RoleEligibilitySchedule.Read.Directory,Read all eligible role assignments for your company's directory,eb0788c2-6d4e-4658-8c9e-c0fb8053f03d,"Allows the app to read the eligible role-based access control (RBAC) assignments for your company's directory, on your behalf. This includes reading directory role templates, and directory roles.",delegated
Microsoft Graph,RoleEligibilitySchedule.ReadWrite.Directory,"Read, update, and delete  all eligible role assignments for your company's directory",62ade113-f8e0-4bf9-a6ba-5acb31db32fd,"Allows the app to read and manage the eligible role-based access control (RBAC) assignments for your company's directory, on your behalf. This includes managing eligible directory role membership, and reading directory role templates, directory roles and eligible memberships.",delegated
Microsoft Graph,RoleManagement.Read.All,Read role management data for all RBAC providers,48fec646-b2ba-4019-8681-8eb31435aded,"Allows the app to read the role-based access control (RBAC) settings for all RBAC providers, on your behalf.  This includes reading role definitions and role assignments.",delegated
Microsoft Graph,RoleManagement.Read.CloudPC,Read Cloud PC RBAC settings,9619b88a-8a25-48a7-9571-d23be0337a79,"Allows the app to read the Cloud PC role-based access control (RBAC) settings, on your behalf.?? This includes reading Cloud PC role definitions and role assignments.",delegated
Microsoft Graph,RoleManagement.Read.Directory,Read directory RBAC settings,741c54c3-0c1e-44a1-818b-3f97ab4e8c83,"Allows the app to read the role-based access control (RBAC) settings for your company's directory, on your behalf.  This includes reading directory role templates, directory roles and memberships.",delegated
Microsoft Graph,RoleManagement.Read.Exchange,Read Exchange Online RBAC configuration,3bc15058-7858-4141-b24f-ae43b4e80b52,"Allows the app to read the role-based access control (RBAC) settings for your organization's Exchange Online service, on your behalf. This includes reading Exchange management role definitions, role groups, role group membership, role assignments, management scopes, and role assignment policies.",delegated
Microsoft Graph,RoleManagement.ReadWrite.CloudPC,Read and write Cloud PC RBAC settings,501d06f8-07b8-4f18-b5c6-c191a4af7a82,"Allows the app to read and manage the Cloud PC role-based access control (RBAC) settings, on your behalf. This includes reading and managing Cloud PC role definitions and memberships.",delegated
Microsoft Graph,RoleManagement.ReadWrite.Directory,Read and write directory RBAC settings,d01b97e9-cbc0-49fe-810a-750afd5527a3,"Allows the app to read and manage the role-based access control (RBAC) settings for your company's directory, on your behalf. This includes instantiating directory roles and managing directory role membership, and reading directory role templates, directory roles and memberships.",delegated
Microsoft Graph,RoleManagement.ReadWrite.Exchange,Read and write Exchange Online RBAC configuration,c1499fe0-52b1-4b22-bed2-7a244e0e879f,"Allows the app to read and manage the role-based access control (RBAC) settings for your organization's Exchange Online service, on your behalf. This includes reading, creating, updating, and deleting Exchange management role definitions, role groups, role group membership, role assignments, management scopes, and role assignment policies.",delegated
Microsoft Graph,RoleManagementAlert.Read.Directory,Read all alert data for your company's directory,cce71173-f76d-446e-97ff-efb2d82e11b1,"Allows the app to read the role-based access control (RBAC) alerts for your company's directory, on your behalf. This includes reading alert statuses, alert definitions, alert configurations and incidents that lead to an alert.",delegated
Microsoft Graph,RoleManagementAlert.ReadWrite.Directory,"Read all alert data, configure alerts, and take actions on all alerts for your company's directory",435644c6-a5b1-40bf-8f52-fe8e5b53e19c,"Allows the app to read and manage the role-based access control (RBAC) alerts for your company's directory, on your behalf. This includes managing alert settings, initiating alert scans, dimissing alerts, remediating alert incidents, and reading alert statuses, alert definitions, alert configurations and incidents that lead to an alert.",delegated
Microsoft Graph,RoleManagementPolicy.Read.AzureADGroup,Read all policies in PIM for Groups,7e26fdff-9cb1-4e56-bede-211fe0e420e8,"Allows the app to read policies in Privileged Identity Management for Groups, on your behalf.",delegated
Microsoft Graph,RoleManagementPolicy.Read.Directory,Read all policies for privileged role assignments of your company's directory,3de2cdbe-0ff5-47d5-bdee-7f45b4749ead,"Allows the app to read policies for privileged role-based access control (RBAC) assignments of your company's directory, on your behalf.",delegated
Microsoft Graph,RoleManagementPolicy.ReadWrite.AzureADGroup,"Read, update, and delete all policies in PIM for Groups",0da165c7-3f15-4236-b733-c0b0f6abe41d,"Allows the app to read, update, and delete policies in Privileged Identity Management for Groups, on your behalf.",delegated
Microsoft Graph,RoleManagementPolicy.ReadWrite.Directory,"Read, update, and delete all policies for privileged role assignments of your company's directory",1ff1be21-34eb-448c-9ac9-ce1f506b2a68,"Allows the app to read, update, and delete policies for privileged role-based access control (RBAC) assignments of your company's directory, on your behalf.",delegated
Microsoft Graph,Schedule.Read.All,Read your schedule items,fccf6dd8-5706-49fa-811f-69e2e1b585d0,"Allows the app to read schedule, schedule groups, shifts and associated entities in the Teams or Shifts application on your behalf.",delegated
Microsoft Graph,Schedule.ReadWrite.All,Read and write your schedule items,63f27281-c9d9-4f29-94dd-6942f7f1feb0,"Allows the app to manage schedule, schedule groups, shifts and associated entities in the Teams or Shifts application on your behalf.",delegated
Microsoft Graph,SchedulePermissions.ReadWrite.All,Read/Write your schedule permissions for a role.,07919803-6073-4cd8-bc55-28077db0ee10,Allows the app to read/write schedule permissions for a specific role in Shifts application on behalf of the signed-in user.,delegated
Microsoft Graph,SearchConfiguration.Read.All,Read your organization's search configuration,7d307522-aa38-4cd0-bd60-90c6f0ac50bd,"Allows the app to read search configuration, on your behalf.",delegated
Microsoft Graph,SearchConfiguration.ReadWrite.All,Read and write your organization's search configuration,b1a7d408-cab0-47d2-a2a5-a74a3733600d,"Allows the app to read and write search configuration, on your behalf.",delegated
Microsoft Graph,SecurityActions.Read.All,Read your organization's security actions,1638cddf-07a4-4de2-8645-69c96cacad73,"Allows the app to read security actions, on your behalf.",delegated
Microsoft Graph,SecurityActions.ReadWrite.All,Read and update your organization's security actions,dc38509c-b87d-4da0-bd92-6bec988bac4a,"Allows the app to read and update security actions, on your behalf.",delegated
Microsoft Graph,SecurityAlert.Read.All,Read all alerts,bc257fb8-46b4-4b15-8713-01e91bfbe4ea,Allows the app to read all security alerts that you have access to.,delegated
Microsoft Graph,SecurityAlert.ReadWrite.All,Read and write all alerts,471f2a7f-2a42-4d45-a2bf-594d0838070d,Allows the app to read and write all alerts that you have access to.,delegated
Microsoft Graph,SecurityAnalyzedMessage.Read.All,Read metadata and detection details for emails in your organization,53e6783e-b127-4a35-ab3a-6a52d80a9077,Read email metadata and security detection details on your behalf.,delegated
Microsoft Graph,SecurityAnalyzedMessage.ReadWrite.All,"Read metadata, detection details, and execute remediation actions on emails in your organization",48eb8c83-6e58-46e7-a6d3-8805822f5940,"Read email metadata, security detection details, and execute remediation actions like deleting an email, on your behalf.",delegated
Microsoft Graph,SecurityEvents.Read.All,Read your organization???s security events,64733abd-851e-478a-bffb-e47a14b18235,Allows the app to read your organization???s security events on your behalf.,delegated
Microsoft Graph,SecurityEvents.ReadWrite.All,Read and update your organization???s security events,6aedf524-7e1c-45a7-bd76-ded8cab8d0fc,Allows the app to read your organization???s security events on your behalf. Also allows you to update editable properties in security events.,delegated
Microsoft Graph,SecurityIdentitiesHealth.Read.All,Read identity security health issues,a0d0da43-a6df-4416-b63d-99c79991aae8,Allows the app to read all the identity security health issues on your behalf.,delegated
Microsoft Graph,SecurityIdentitiesHealth.ReadWrite.All,Read and write identity security health issues,53e51eec-2d9b-4990-97f3-c9aa5d5652c3,Allows the app to read and write identity security health issues on your behalf.,delegated
Microsoft Graph,SecurityIncident.Read.All,Read security incidents,b9abcc4f-94fc-4457-9141-d20ce80ec952,Allows the app to read all security incidents that you have access to.,delegated
Microsoft Graph,SecurityIncident.ReadWrite.All,Read and write to security incidents,128ca929-1a19-45e6-a3b8-435ec44a36ba,Allows the app to read and write to all security incidents that you have access to.,delegated
Microsoft Graph,ServiceActivity-Exchange.Read.All,Read all Exchange service activity,1fe7aa48-9373-4a47-8df3-168335e0f4c9,"Allows the app to read all Exchange service activity, on your behalf.",delegated
Microsoft Graph,ServiceActivity-Microsoft365Web.Read.All,Read all Microsoft 365 Web service activity,d74c75b1-d5a9-479d-902d-92f8f99182c1,"Allows the app to read all Microsoft 365 Web service activity, on your behalf.",delegated
Microsoft Graph,ServiceActivity-OneDrive.Read.All,Read all One Drive service activity,347e3c16-30f3-4ac7-9b52-fc3c053de9c9,"Allows the app to read all One Drive service activity, on your behalf.",delegated
Microsoft Graph,ServiceActivity-Teams.Read.All,Read all Teams service activity,404d76f0-e10e-460a-92be-ef19600c54d1,"Allows the app to read all Teams service activity, on your behalf.",delegated
Microsoft Graph,ServiceHealth.Read.All,Read service health,55896846-df78-47a7-aa94-8d3d4442ca7f,Allows the app to read your tenant's service health information on your behalf.Health information may include service issues or service health overviews.,delegated
Microsoft Graph,ServiceMessage.Read.All,Read service messages,eda39fa6-f8cf-4c3c-a909-432c683e4c9b,Allows the app to read your tenant's service announcement messages on your behalf. Messages may include information about new or changed features.,delegated
Microsoft Graph,ServiceMessageViewpoint.Write,Update your user status on service announcement messages,636e1b0b-1cc2-4b1c-9aa9-4eeed9b9761b,"Allows the app to update service announcement messages' status on your behalf. Your status for messages can be marked as read, archive, or favorite.",delegated
Microsoft Graph,ServicePrincipalEndpoint.Read.All,Read service principal endpoints,9f9ce928-e038-4e3b-8faf-7b59049a8ddc,Allows the app to read service principal endpoints,delegated
Microsoft Graph,ServicePrincipalEndpoint.ReadWrite.All,Read and update service principal endpoints,7297d82c-9546-4aed-91df-3d4f0a9b3ff0,Allows the app to update service principal endpoints,delegated
Microsoft Graph,SharePointTenantSettings.Read.All,Read SharePoint and OneDrive tenant settings,2ef70e10-5bfd-4ede-a5f6-67720500b258,Allows the application to read the tenant-level settings in SharePoint and OneDrive on your behalf.,delegated
Microsoft Graph,SharePointTenantSettings.ReadWrite.All,Read and change SharePoint and OneDrive tenant settings,aa07f155-3612-49b8-a147-6c590df35536,Allows the application to read and change the tenant-level settings of SharePoint and OneDrive on your behalf.,delegated
Microsoft Graph,ShortNotes.Read,Read your short notes,50f66e47-eb56-45b7-aaa2-75057d9afe08,Allows the app to read your short notes.,delegated
Microsoft Graph,ShortNotes.ReadWrite,"Read, create, edit, and delete your short notes",328438b7-4c01-4c07-a840-e625a749bb89,"Allows the app to read, create, edit, and delete your short notes.",delegated
Microsoft Graph,Sites.FullControl.All,Have full control of all your site collections,5a54b8b3-347c-476d-8f8e-42d5c7424d29,Allow the application to have full control of all site collections on your behalf.,delegated
Microsoft Graph,Sites.Manage.All,"Create, edit, and delete items and lists in all your site collections",65e50fdc-43b7-4915-933e-e8138f11f40a,Allow the application to create or delete document libraries and lists in all site collections on your behalf.,delegated
Microsoft Graph,Sites.Read.All,Read items in all site collections,205e70e5-aba6-4c52-a976-6d2d46c48043,Allow the application to read documents and list items in all site collections on your behalf,delegated
Microsoft Graph,Sites.ReadWrite.All,Edit or delete items in all site collections,89fe6a52-be36-487e-b7d8-d061c450a026,Allow the application to edit or delete documents and list items in all site collections on your behalf.,delegated
Microsoft Graph,Sites.Selected,"Access selected Sites, on behalf of the signed-in user",f89c84ef-20d0-4b54-87e9-02e856d66d53,Allow the application to access a subset of site collections on behalf of the signed-in user.  The specific site collections and the permissions granted will be configured in SharePoint Online.,delegated
Microsoft Graph,SMTP.Send,Access to sending emails from your mailbox.,258f6531-6087-4cc4-bb90-092c5fb3ed3f,Allows the app to send emails on your behalf from your mailbox.,delegated
Microsoft Graph,SpiffeTrustDomain.Read.All,Read SPIFFE trust domains and child resources,9b4aa4b1-aaf3-41b7-b743-698b27e77ff6,Allows the app to read your organization's SPIFFE trust domains and child resources on your behalf.,delegated
Microsoft Graph,SpiffeTrustDomain.ReadWrite.All,Read and write SPIFFE trust domains and child resources,8ba47079-8c47-4bfe-b2ce-13f28ef37247,Allows the app to read and write your organization's SPIFFE trust domains and child resources on your behalf.,delegated
Microsoft Graph,SubjectRightsRequest.Read.All,Read data subject requests,9c3af74c-fd0f-4db4-b17a-71939e2a9d77,Allows the app to read subject rights requests on your behalf.,delegated
Microsoft Graph,SubjectRightsRequest.ReadWrite.All,Read and write data subject requests,2b8fcc74-bce1-4ae3-a0e8-60c53739299d,Allows the app to read and write subject rights requests on your behalf.,delegated
Microsoft Graph,Subscription.Read.All,Read all webhook subscriptions ,5f88184c-80bb-4d52-9ff2-757288b2e9b7,Allows the app to read all webhook subscriptions on your behalf.,delegated
Microsoft Graph,Synchronization.Read.All,Read all Azure AD synchronization data,7aa02aeb-824f-4fbe-a3f7-611f751f5b55,"Allows the app to read Azure AD synchronization information, on your behalf.",delegated
Microsoft Graph,Synchronization.ReadWrite.All,Read and write all Azure AD synchronization data,7bb27fa3-ea8f-4d67-a916-87715b6188bd,"Allows the app to configure the Azure AD synchronization service, on your behalf.",delegated
Microsoft Graph,SynchronizationData-User.Upload,Bulk upload user data to identity synchronization service,1a2e7420-4e92-4d2b-94cb-fb2952e9ddf7,"Allows the app to upload bulk user data to the identity synchronization service, on your behalf.",delegated
Microsoft Graph,Tasks.Read,Read your tasks and task lists,f45671fb-e0fe-4b4b-be20-3d3ce43f1bcb,"Allows the app to read your tasks and task lists, including any shared with you. Doesn't include permission to create, delete, or update anything.",delegated
Microsoft Graph,Tasks.Read.Shared,Read your and shared tasks,88d21fd4-8e5a-4c32-b5e2-4a1c95f34f72,"Allows the app to read tasks you have permissions to access, including your own and shared tasks.",delegated
Microsoft Graph,Tasks.ReadWrite,"Create, read, update, and delete your tasks and task lists",2219042f-cab5-40cc-b0d2-16b1540b4c5f,"Allows the app to create, read, update, and delete your tasks and task lists, including any shared with you.",delegated
Microsoft Graph,Tasks.ReadWrite.Shared,Read and write to your and shared tasks,c5ddf11b-c114-4886-8558-8a4e557cd52b,"Allows the app to read, update, create, and delete tasks you have permissions to access, including your own and shared tasks.",delegated
Microsoft Graph,Team.Create,Create teams,7825d5d6-6049-4ce7-bdf6-3b8d53f4bcd0,Allows the app to create teams on your behalf.??,delegated
Microsoft Graph,Team.ReadBasic.All,Read the names and descriptions of teams,485be79e-c497-4b35-9400-0e3fa7f2a5d4,"Read the names and  descriptions of teams, on your behalf.",delegated
Microsoft Graph,TeamMember.Read.All,Read the members of teams,2497278c-d82d-46a2-b1ce-39d4cdde5570,"Read the members of teams, on your behalf.",delegated
Microsoft Graph,TeamMember.ReadWrite.All,Add and remove members from teams and channels,4a06efd2-f825-4e34-813e-82a57b03d1ee,"Add and remove members from teams, on your behalf. Also allows changing a member's role, for example from owner to non-owner.",delegated
Microsoft Graph,TeamMember.ReadWriteNonOwnerRole.All,Add and remove members with non-owner role for all teams,2104a4db-3a2f-4ea0-9dba-143d457dc666,"Add and remove members from all teams, on your behalf. Does not allow adding or removing a member with the owner role. Additionally, does not allow the app to elevate an existing member to the owner role.",delegated
Microsoft Graph,TeamsActivity.Read,Read your teamwork activity feed,0e755559-83fb-4b44-91d0-4cc721b9323e,Allows the app to read your teamwork activity feed.,delegated
Microsoft Graph,TeamsActivity.Send,Send a teamwork activity,7ab1d787-bae7-4d5d-8db6-37ea32df9186,"Allows the app to create new activities in your teamwork activity feed, and send new activities to other users' activity feed, on your behalf.",delegated
Microsoft Graph,TeamsAppInstallation.ReadForChat,Read installed Teams apps in chats,bf3fbf03-f35f-4e93-963e-47e4d874c37a,Allows the app to read the Teams apps that are installed in chats that you can access. Does not give the ability to read application-specific settings.,delegated
Microsoft Graph,TeamsAppInstallation.ReadForTeam,Read installed Teams apps in teams,5248dcb1-f83b-4ec3-9f4d-a4428a961a72,Allows the app to read the Teams apps that are installed in teams that you can access. Does not give the ability to read application-specific settings.,delegated
Microsoft Graph,TeamsAppInstallation.ReadForUser,Read your installed Teams apps,c395395c-ff9a-4dba-bc1f-8372ba9dca84,Allows the app to read the Teams apps that are installed for you. Does not give the ability to read application-specific settings.,delegated
Microsoft Graph,TeamsAppInstallation.ReadWriteAndConsentForChat,Manage installation and permission grants of Teams apps in chats,e1408a66-8f82-451b-a2f3-3c3e38f7413f,"Allows the app to read, install, upgrade, and uninstall Teams apps in chats the signed-in user can access. Gives the ability to manage permission grants for accessing those specific chats' data.",delegated
Microsoft Graph,TeamsAppInstallation.ReadWriteAndConsentForTeam,Manage installation and permission grants of Teams apps in teams,946349d5-2a9d-4535-abc0-7beeacaedd1d,"Allows the app to read, install, upgrade, and uninstall Teams apps in teams the signed-in user can access. Gives the ability to manage permission grants for accessing those specific teams' data.",delegated
Microsoft Graph,TeamsAppInstallation.ReadWriteAndConsentForUser,Manage installation and permission grants of Teams apps on your user account,2da62c49-dfbd-40df-ba16-fef3529d391c,"Allows the app to read, install, upgrade, and uninstall Teams apps for your account, on your behalf. Gives the ability to manage permission grants for accessing your data.",delegated
Microsoft Graph,TeamsAppInstallation.ReadWriteAndConsentSelfForChat,Allow the Teams app to manage itself and its permission grants in chats,a0e0e18b-8fb2-458f-8130-da2d7cab9c75,"Allows a Teams app to read, install, upgrade, and uninstall itself in chats the signed-in user can access, and manage its permission grants for accessing those specific chats' data.",delegated
Microsoft Graph,TeamsAppInstallation.ReadWriteAndConsentSelfForTeam,Allow the Teams app to manage itself and its permission grants in teams,4a6bbf29-a0e1-4a4d-a7d1-cef17f772975,"Allows a Teams app to read, install, upgrade, and uninstall itself in teams the signed-in user can access, and manage its permission grants for accessing those specific teams' data.",delegated
Microsoft Graph,TeamsAppInstallation.ReadWriteAndConsentSelfForUser,Allow the Teams app to manage itself and its permission grants on your user account,7a349935-c54d-44ab-ab66-1b460d315be7,"Allows a Teams app to read, install, upgrade, and uninstall itself in your account, and manage its permission grants for accessing your data, on your behalf.",delegated
Microsoft Graph,TeamsAppInstallation.ReadWriteForChat,Manage installed Teams apps in chats,aa85bf13-d771-4d5d-a9e6-bca04ce44edf,"Allows the app to read, install, upgrade, and uninstall Teams apps in chats you can access. Does not give the ability to read application-specific settings.",delegated
Microsoft Graph,TeamsAppInstallation.ReadWriteForTeam,Manage installed Teams apps in teams,2e25a044-2580-450d-8859-42eeb6e996c0,"Allows the app to read, install, upgrade, and uninstall Teams apps in teams you can access. Does not give the ability to read application-specific settings.",delegated
Microsoft Graph,TeamsAppInstallation.ReadWriteForUser,Manage your installed Teams apps,093f8818-d05f-49b8-95bc-9d2a73e9a43c,"Allows the app to read, install, upgrade, and uninstall Teams apps installed for you. Does not give the ability to read application-specific settings.",delegated
Microsoft Graph,TeamsAppInstallation.ReadWriteSelfForChat,Allow the Teams app to manage itself in chats,0ce33576-30e8-43b7-99e5-62f8569a4002,"Allows a Teams app to read, install, upgrade, and uninstall itself in chats you can access.",delegated
Microsoft Graph,TeamsAppInstallation.ReadWriteSelfForTeam,Allow the Teams app to manage itself in teams,0f4595f7-64b1-4e13-81bc-11a249df07a9,"Allows a Teams app to read, install, upgrade, and uninstall itself to teams you can access.",delegated
Microsoft Graph,TeamsAppInstallation.ReadWriteSelfForUser,Allow the Teams app to manage itself for you,207e0cb1-3ce7-4922-b991-5a760c346ebc,"Allows a Teams app to read, install, upgrade, and uninstall itself for you.",delegated
Microsoft Graph,TeamSettings.Read.All,Read teams' settings,48638b3c-ad68-4383-8ac4-e6880ee6ca57,"Read all teams' settings, on your behalf.",delegated
Microsoft Graph,TeamSettings.ReadWrite.All,Read and change teams' settings,39d65650-9d3e-4223-80db-a335590d027e,"Read and change all teams' settings, on your behalf.",delegated
Microsoft Graph,TeamsTab.Create,Create tabs in Microsoft Teams.,a9ff19c2-f369-4a95-9a25-ba9d460efc8e,"Allows the app to create tabs in any team in Microsoft Teams, on your behalf. This does not grant the ability to read, modify or delete tabs after they are created, or give access to the content inside the tabs.",delegated
Microsoft Graph,TeamsTab.Read.All,Read tabs in Microsoft Teams.,59dacb05-e88d-4c13-a684-59f1afc8cc98,"Read the names and settings of tabs inside any team in Microsoft Teams, on your behalf. This does not give access to the content inside the tabs.",delegated
Microsoft Graph,TeamsTab.ReadWrite.All,Read and write tabs in Microsoft Teams.,b98bfd41-87c6-45cc-b104-e2de4f0dafb9,"Read and write tabs in any team in Microsoft Teams, on your behalf. This does not give access to the content inside the tabs.",delegated
Microsoft Graph,TeamsTab.ReadWriteForChat,Allow the Teams app to manage all tabs in chats,ee928332-e9c2-4747-b4a0-f8c164b68de6,"Allows a Teams app to read, install, upgrade, and uninstall all tabs in chats you can access.",delegated
Microsoft Graph,TeamsTab.ReadWriteForTeam,Allow the app to manage all tabs in teams,c975dd04-a06e-4fbb-9704-62daad77bb49,"Allows a Teams app to read, install, upgrade, and uninstall all tabs to teams you can access.",delegated
Microsoft Graph,TeamsTab.ReadWriteForUser,Allow the Teams app to manage all tabs for you,c37c9b61-7762-4bff-a156-afc0005847a0,"Allows a Teams app to read, install, upgrade, and uninstall all tabs for you.",delegated
Microsoft Graph,TeamsTab.ReadWriteSelfForChat,Allow the Teams app to manage only its own tabs in chats,0c219d04-3abf-47f7-912d-5cca239e90e6,"Allows a Teams app to read, install, upgrade, and uninstall its own tabs in chats you can access.",delegated
Microsoft Graph,TeamsTab.ReadWriteSelfForTeam,Allow the Teams app to manage only its own tabs in teams,f266662f-120a-4314-b26a-99b08617c7ef,"Allows a Teams app to read, install, upgrade, and uninstall its own tabs to teams you can access.",delegated
Microsoft Graph,TeamsTab.ReadWriteSelfForUser,Allow the Teams app to manage only its own tabs for you,395dfec1-a0b9-465f-a783-8250a430cb8c,"Allows a Teams app to read, install, upgrade, and uninstall its own tabs for you.",delegated
Microsoft Graph,TeamsUserConfiguration.Read.All,Read Teams user configurations,5c469ce4-dab5-4afd-b9de-14f1ba4004a7,"Allows the app to read your tenant's user configurations on behalf of the signed-in admin user. User configuration may include attributes related to user, such as telephone number, assigned policies, etc.",delegated
Microsoft Graph,TeamTemplates.Read,Read available Teams templates,cd87405c-5792-4f15-92f7-debc0db6d1d6,"Read available Teams templates, on your behalf.",delegated
Microsoft Graph,Teamwork.Read.All,Read organizational teamwork settings,594f4bb6-c083-4cf9-8aa8-213823bdf351,"Allows the app to read the teamwork settings of your organization, on your behalf.",delegated
Microsoft Graph,TeamworkAppSettings.Read.All,Read Teams app settings,44e060c4-bbdc-4256-a0b9-dcc0396db368,Allows the app to read the Teams app settings on your behalf.,delegated
Microsoft Graph,TeamworkAppSettings.ReadWrite.All,Read and write Teams app settings,87c556f0-2bd9-4eed-bd74-5dd8af6eaf7e,Allows the app to read and write the Teams app settings on your behalf.,delegated
Microsoft Graph,TeamworkDevice.Read.All,Read Teams devices,b659488b-9d28-4208-b2be-1c6652b3c970,Allow the app to read the management data for Teams devices on your behalf.,delegated
